"","source","RemoteIP","DateRcvd","submit_time","when_employed","rest","City","State","mos_current","xtra_months","more_mos","asian_prop","black_prop","hispanic_prop","white_prop","breakfast","lunch","dinner","late_night","busy","ppbill","pcttip","big_tips","comparative_tips","flair","intro","selling","squatt","touch","jokes","repeat.","customer_name","draw","smile","thanks","weather","complement","happy","yrs_experience","effect_sz","Men","Women","Teenagers","Young_Adults","Middle_Aged_Adults","Elderly_Adults","Cash_Customers","Charge_Customers","Smokers","Regulars","First_Timers","Asians","Blacks","Hispanics","Whites","Foreigners","Couples","onetops","kids","Business_People","Extraverted_enthusiastic","Critical_quarrelsome","Dependable_selfdisciplined","Anxious_easily_upset","Open_to_new_experiences_complex","Reserved_quiet","Sympathetic_warm","Disorganized_careless","Calm_emotionally_stable","Conventional_uncreative","birth_yr","sex","hair","hair_other","married","race","race_other"
"1867",2,"24.21.194.229",20060829045121," ",1,"Limelight","Portland","OR",11,10," ",5,0,5,90,0,0,1,1,2,20,20,40,3,1,1,1,3,3,3,3,3,2,4,4,1,1,5,11,3,2,3,1,3,2,1,3,2,3,3,2,2,1,1,2,1,3,2,1,2,6,4,7,3,3,3,7,2,6,3,1974,1,2," ",1,4," "
"1868",2,"194.75.139.233",20060829060452," ",2,"The Farmhouse Kitchen","St Neots","Cambridgeshire",6,0," ",10,15,0,75,1,1,0,0,2,20,2.5,0,4,1,1,2,1,1,1,4,1,1,3,1,1,1,4,1.5,1,2,2,1,2,2,1,2,1,3,3,2,1,1,1,2,1,2,2,1,2,4,4,5,4,6,4,5,3,5,5,1983,1,NA,"black",0,1," "
"1869",2,"80.83.156.199",20060829070200," ",3,"Royal Albion","Brighton","UK",12,0," ",50,10,0,40,0,0,1,1,2,25,10,2,4,1,2,1,1,1,2,4,2,1,3,3,3,1,4,2,3,2,2,1,1,2,1,2,3,2,3,3,2,2,2,2,3,2,2,1,3,7,4,6,3,6,3,6,3,5,2,1979,1,3," ",0,4," "
"1870",2,"65.142.120.184",20060829071434," ",1,"Millers Ale House","Orlando","Florida",3,24," ",2,6,25,77,0,1,0,0,2,10,15,20,2,2,3,4,3,2,3,3,2,1,4,1,2,3,5,20,4,3,2,1,1,2,2,2,3,2,3,99,2,1,2,2,1,2,2,2,1,7,1,6,7,6,4,5,3,6,4,1965,1,1," ",0,4," "
"1871",2,"63.157.174.128",20060829071807," ",1,"fat jack's","perrysburg","ohio",20,6," ",NA,5,NA,95,0,0,1,1,3,30,18,75,4,2,2,3,3,1,2,2,4,1,3,2,1,3,5,15,3,3,2,1,1,2,1,2,2,3,3,1,NA,NA,NA,NA,NA,NA,1,1,3,6,NA,5,2,2,1,5,1,7,2,1972,1,2," ",1,4," "
"1872",2,"69.157.235.212",20060829081341," ",1,"Bistro on the Avenue","Montreal","Quebec, Canada",4,24," ",2,2,1,95,0,1,1,0,2,40,17,25,4,1,3,4,1,2,4,4,4,1,3,1,2,4,3,7,3,3,2,2,3,2,3,2,2,3,3,2,2,2,2,2,1,2,3,1,3,7,5,5,2,7,1,7,5,6,1,1984,1,2," ",0,4," "
"1873",2,"68.49.126.219",20060829083403," ",1,"CD Cafe","Solomos Island","Maryland",4,240," ",NA,NA,NA,80,0,1,1,0,2,30,18,25,4,1,2,4,1,2,2,4,2,2,4,3,2,4,6,9,3,2,1,1,3,2,1,2,2,2,2,3,2,1,1,2,1,2,3,2,2,4,5,7,2,7,5,6,2,6,3,1977,1,1," ",0,4," "
"1874",2,"216.55.212.72",20060829083637," ",1,"Humptys family restaurant","Brandon","Manitoba ,Canada",96,240," ",5,5,20,70,1,1,0,0,3,25,10,50,4,2,2,4,1,2,2,2,3,2,2,4,2,3,2,20,3,3,2,1,3,2,1,2,2,2,2,2,2,2,2,2,1,3,2,1,3,6,2,7,1,4,3,6,1,6,2,1965,1,3," ",0,4," "
"1875",2,"132.170.89.120",20060829083855," ",1,"Millers Alehouse","Kissimmee","Florida",2,22," ",5,15,45,35,0,0,1,1,3,15,17,40,3,2,4,4,4,2,3,4,3,2,3,4,2,3,4,4,3,3,2,2,2,2,1,1,3,2,3,2,3,2,1,2,2,2,2,1,3,6,2,7,2,4,3,5,1,3,4,1981,1,3," ",1,4," "
"1876",2,"72.231.28.170",20060829085232," ",1,"French Roast","NYC","NY",15,0," ",5,15,5,75,1,1,1,0,3,25,16,25,4,4,1,4,1,1,2,3,2,4,4,4,3,3,4,3,3,3,2,1,3,3,2,2,2,99,2,2,1,1,3,2,1,2,2,1,2,4,1,6,2,3,6,5,1,4,1,1980,1,3," ",0,4," "
"1877",2,"66.27.56.50",20060829090253," ",1,"Aetna's","San Diego","CA",36,12," ",15,20,20,45,0,0,1,1,2,70,16,2,5,2,4,3,2,1,3,1,4,1,1,1,1,4,3,10,2,3,1,1,1,2,1,3,2,3,2,3,2,1,2,3,3,3,2,1,2,5,2,6,1,4,3,5,4,6,3,1976,0,2," ",1,4," "
"1878",2,"68.30.121.45",20060829091052," ",NA," "," "," ",NA,NA," ",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA," "
"1879",2,"199.150.131.140",20060829094240," ",3,"McDonalds","Dowagiac","MI",29,0," ",0,15,5,80,1,1,1,1,3,4,0,0,4,3,2,3,1,1,1,3,2,1,1,1,1,1,4,2,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,5,7,5,5,7,6,1,6,4,1966,1,1," ",1,4," "
"1880",2,"208.44.220.211",20060829094754," ",3,"Ruby Tuesday","Sandusky","Ohio",11,0," ",0,5,0,95,0,1,1,1,5,35,10,50,4,2,4,4,3,1,2,2,2,1,3,3,3,3,5,3,4,3,2,1,1,2,1,1,2,2,2,2,2,1,1,2,1,2,1,1,2,6,5,5,5,5,3,5,3,3,3,1981,1,2," ",1,4," "
"1881",2,"68.44.133.105",20060829094821," ",2,"Red Lobster","Syracuse","NY",12,0," ",2,33,8,57,0,0,1,0,3,25,16,10,5,1,4,3,1,2,2,3,1,4,4,4,1,2,5,3,2,3,2,1,2,3,1,2,3,99,3,99,3,1,2,2,1,2,3,1,2,3,4,7,5,5,5,6,2,4,3,1982,1,2," ",0,4," "
"1882",2,"12.42.147.222",20060829095643," ",3,"The Ground Round","Idaho Falls","ID",26,0," ",1,2,15,82,0,0,1,1,3,25,12,1,1,1,3,3,1,3,4,1,3,1,4,3,1,3,6,5,4,3,2,1,1,2,2,2,3,99,3,2,99,99,2,2,3,2,3,1,3,7,1,7,1,7,1,7,1,6,2,1971,1,2," ",0,4," "
"1883",2,"12.11.185.229",20060829100021," ",3,"Pizzeria Uno","Providence","RI",12,0," ",2,20,15,63,0,1,1,0,3,12,18,30,2,1,3,2,2,1,2,2,2,1,1,2,1,2,4,3,4,3,1,1,3,2,1,2,2,2,3,2,2,1,2,2,1,3,3,2,2,6,6,6,1,6,1,5,3,7,2,1979,0,2," ",1,4," "
"1884",2,"129.230.248.1",20060829102031," ",3,"Lido","Wellington","New Zealand",12,0," ",5,0,0,95,1,0,0,0,1,35,12,5,3,2,1,2,1,1,3,4,3,1,1,1,1,2,6,14,4,3,2,1,2,3,1,3,1,99,3,1,1,99,99,2,2,1,3,1,1,2,1,7,2,6,5,7,1,6,4,1958,0,2," ",1,NA,"South Pacific Islander"
"1885",2,"68.39.43.87",20060829102945," ",3," "," "," ",15,0," ",5,15,0,80,1,1,1,0,2,35,15,5,4,1,4,2,1,2,2,4,2,1,4,1,1,2,6,3,3,2,2,1,1,3,3,2,2,2,3,2,2,1,99,2,2,2,2,2,2,7,1,7,2,7,1,7,2,6,1,1962,1,2," ",1,4," "
"1886",2,"132.236.251.55",20060829103242," ",3,"friendlys","ithaca","ny",6,NA," ",10,10,2,78,0,0,1,1,2,10,15,10,4,1,2,1,1,1,2,2,1,1,4,3,1,1,5,3,1,3,1,1,1,2,1,2,2,2,2,2,2,2,NA,2,1,2,3,1,3,7,5,7,5,7,1,7,6,3,5,1962,1,2," ",1,4," "
"1887",2,"70.94.1.152",20060829105907," ",1,"Swig","Milwaukee","WI",18,120," ",10,10,10,70,0,0,1,1,3,32.5,18,25,3,1,4,4,4,4,4,3,3,3,3,4,3,3,6,20,4,2,1,1,3,3,1,2,3,1,2,2,2,1,1,2,2,2,2,3,3,7,5,7,4,5,1,5,4,4,1,1975,0,2," ",0,4," "
"1888",2,"161.185.1.100",20060829110623," ",3,"Keilty's Depot","Canaan","Connecticut",8,0," ",NA,NA,NA,NA,0,1,1,0,2,25,18,5,3,1,2,2,1,1,2,3,2,1,3,3,1,2,4,1,2,2,3,1,3,NA,2,2,2,99,3,2,1,99,99,99,1,3,3,2,2,4,3,7,4,5,4,6,1,4,3,1979,1,1," ",0,4," "
"1889",2,"69.216.129.58",20060829111153," ",3,"Morels","Bingham Farms","MI",36,12," ",2,2,1,95,0,1,1,0,2,60,20,40,4,2,4,4,1,1,2,4,3,2,3,2,2,4,6,20,3,3,2,1,1,3,1,2,2,3,3,3,1,1,2,2,1,3,2,1,2,7,5,6,5,7,1,6,1,6,1,1964,1,3," ",1,4," "
"1890",2,"24.97.215.194",20060829112258," ",1,"RoosterFish Brewing","Watkins Glen","NY",6,6," ",NA,2,NA,98,0,1,1,0,3,10,15,30,3,1,4,4,2,2,2,4,2,1,3,1,2,3,5,5,4,2,3,1,2,2,1,2,3,99,2,3,99,99,99,99,99,2,2,3,2,6,2,6,1,7,4,6,3,6,3,1983,1,2," ",1,4," "
"1891",2,"74.56.220.251",20060829112347," ",1,"L'assommoir","Montreal","Quebec (Canada)",19,12," ",10,5,5,80,0,0,1,1,1,50,20,20,4,1,3,3,2,2,3,3,3,1,1,1,1,3,7,3,3,2,2,1,3,2,1,3,2,3,3,2,2,1,2,2,3,2,3,1,3,6,5,6,2,6,2,5,2,5,3,1982,0,1," ",0,4," "
"1892",2,"192.197.82.203",20060829113002," ",2,"Ritz3 Elgin","Ottawa","Ontario",9,0," ",5,5,5,85,0,0,1,0,4,35,12,15,4,1,1,2,1,2,2,2,2,1,2,1,1,2,2,3,3,2,1,2,2,3,2,3,2,2,2,2,1,2,1,2,1,2,1,2,3,4,5,6,5,4,2,2,2,2,2,1981,1,1," ",0,4," "
"1893",2,"192.197.82.203",20060829113047," ",2,"Ritz3 Elgin","Ottawa","Ontario",9,0," ",5,5,5,85,0,0,1,0,4,35,12,15,4,1,1,2,1,2,2,2,2,1,2,1,1,2,2,3,3,2,1,2,2,3,2,3,2,2,2,2,1,2,1,2,1,2,1,2,3,4,5,6,5,4,2,2,2,2,2,1981,1,1," ",0,4," "
"1894",2,"69.2.252.54",20060829113630," ",3," "," "," ",NA,NA," ",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA," "
"1895",2,"160.134.5.26",20060829114612," ",1,"Emily's The Restaurant","Chambersburg","PA",120,12," ",1,1,0,98,0,0,1,0,3,30,15,20,3,2,1,3,1,2,1,2,2,1,3,1,1,3,6,14,5,3,2,1,1,2,1,1,2,99,2,3,99,2,99,2,1,2,3,2,3,7,1,7,1,3,2,7,1,6,5,1959,1,2," ",1,4," "
"1896",2,"66.169.117.125",20060829120508," ",1,"Rainforest Cafe","Grapevine","Texas",40,6," ",10,10,30,50,0,0,1,0,2,20,10,10,4,1,4,4,3,1,1,3,1,1,4,4,1,2,3,4,3,3,2,1,1,2,1,2,2,2,2,2,1,1,1,2,1,2,2,1,2,5,5,4,4,3,3,3,3,4,4,1983,1,2," ",0,4," "
"1897",2,"204.9.195.2",20060829120707," ",3,"Lucky Cheng's","New York","New York",24,0," ",15,5,5,75,0,0,1,0,2,100,20,40,4,4,4,3,4,4,4,4,2,1,1,4,1,2,5,2,4,2,2,1,1,3,1,2,3,3,99,2,1,1,2,2,1,2,3,1,3,1,1,7,1,7,7,7,1,7,1,1979,1,NA,"blue",1,3," "
"1898",2,"68.2.41.214",20060829120915," ",1,"Cracker Barrel","Phoenix","Arizona",9,12," ",5,30,15,50,1,1,1,0,2,10,18,40,4,1,1,4,1,1,2,2,1,1,2,2,2,2,4,2,3,3,1,1,3,2,1,2,2,3,2,2,2,2,2,2,1,3,2,1,3,4,5,6,3,5,4,3,2,6,4,1985,1,3," ",0,4," "
"1899",2,"128.232.239.71",20060829121609," ",3," "," "," ",40,NA," ",1,8,1,90,1,1,1,0,2,40,5,0,6,1,2,2,2,1,2,4,3,1,2,1,2,1,4,3,3,2,1,1,2,1,1,2,1,99,2,2,1,1,1,2,1,2,1,2,1,5,1,5,2,3,6,6,6,6,4,1980,0,1," ",0,4," "
"1900",2,"24.61.108.117",20060829123035," ",1,"Smokey Bones","Newington","NH",1,6," ",0,1,0,99,0,1,1,0,3,10,19,90,3,1,4,4,2,1,2,1,1,4,4,4,1,3,6,1,4,3,2,1,3,2,1,2,2,99,3,2,99,1,99,2,1,3,2,2,3,6,1,5,6,3,5,6,4,2,2,1984,1,1," ",0,4," "
"1901",2,"24.130.230.167",20060829123731," ",1,"Sushi 21","San Pedro","CA",1,11," ",20,10,10,50,0,1,1,0,3,60,10,70,4,1,1,2,1,2,2,2,2,1,3,1,1,2,5,0,2,3,2,2,2,3,2,2,2,99,2,2,2,2,2,2,2,3,2,1,2,4,2,4,4,4,4,5,3,4,4,1984,1,NA,"black",0,1," "
"1902",2,"131.6.84.67",20060829124227," ",2,"Lone Star","Hampton","VA",4,15," ",10,30,10,50,0,1,1,0,3,20,12,10,4,2,4,4,4,2,3,4,1,2,3,4,1,3,6,2,5,2,2,1,2,2,1,3,2,3,3,2,2,1,2,2,2,2,2,1,2,7,2,6,1,7,2,6,3,6,1,1980,1,2," ",0,4," "
"1903",2,"170.223.159.64",20060829125646," ",3,"Outback Steakhouse","Sumter","South Carolina",24,6," ",2,40,3,55,0,0,1,0,1,30,3,30,4,4,4,4,4,1,3,4,3,3,4,4,1,3,3,3,5,3,2,1,1,2,1,2,3,2,2,2,3,1,1,3,1,1,2,2,2,3,3,6,4,4,5,4,1,4,2,1972,1,NA,"Black",1,1," "
"1904",2,"151.141.113.187",20060829130037," ",1,"Chili's","Kingsport","Tennessee",15,1," ",0,10,5,85,0,0,1,1,3,14,13,5,3,3,4,4,4,1,3,2,3,1,1,2,3,3,4,15,2,2,3,1,3,2,1,2,2,3,3,2,99,2,3,2,3,3,2,2,2,7,1,7,2,7,2,7,3,6,7,1984,0,2," ",0,4," "
"1905",2,"64.12.116.11",20060829130056," ",3,"Applebee's","Eureka","Missouri",24,0," ",1,25,2,72,0,0,1,1,2,15,20,60,2,4,4,3,3,1,2,3,2,1,3,4,2,2,6,2,5,3,2,1,2,3,2,2,3,1,3,99,99,1,99,2,3,3,3,2,2,6,6,7,2,6,5,7,2,7,4,1973,1,2," ",1,4," "
"1906",2,"152.23.79.209",20060829130154," ",2,"Kurama Japanese Steakhouse","Durham","NC",4,0," ",10,40,10,40,0,1,1,0,2,18,10,5,4,1,4,1,1,1,2,3,1,1,3,1,2,1,4,1,2,2,1,1,2,3,3,2,2,99,3,2,2,1,2,3,2,2,2,2,2,5,2,6,3,5,4,5,2,7,5,1982,0,2," ",1,4," "
"1907",2,"4.235.63.108",20060829130515," ",1,"Garden Gallery","Orlando","Florida",30,5," ",12,34,19,35,0,0,1,0,2,14,15,20,2,2,2,2,1,1,2,4,2,1,3,1,2,2,4,21,4,2,2,1,1,2,1,2,2,1,2,2,2,1,1,2,1,1,1,1,1,5,4,7,4,5,4,4,2,5,3,1960,1,3," ",0,4," "
"1908",2,"207.8.226.74",20060829132840," ",3,"Iron Hill Brewery","Media","PA",11,0," ",1,3,1,95,0,1,1,0,2,22,18,50,4,1,4,4,1,1,2,3,2,2,4,2,1,2,5,5,4,3,2,1,2,2,1,2,3,3,2,2,1,1,1,2,1,2,3,3,3,6,2,7,5,6,2,6,3,3,2,1975,1,2," ",1,4," "
"1909",2,"64.50.1.4",20060829132916," ",3,"Mamma Melina","Seattle","WA",4,0," ",5,10,0,85,0,0,1,0,2,50,18,25,4,1,4,3,1,1,3,3,2,1,4,4,1,3,6,5,3,3,1,1,3,2,1,3,2,99,2,3,99,99,99,2,1,2,2,1,3,7,1,7,2,7,1,5,1,2,1,1980,1,1," ",0,4," "
"1910",2,"67.106.184.228",20060829133025," ",2,"Ruth's Chris","Baltimore","MD",18,0," ",4,25,1,70,0,0,1,0,2,65,20,10,2,2,4,4,1,2,2,4,3,1,3,1,1,3,3,5,3,3,1,1,1,3,2,2,2,99,3,2,2,1,2,2,1,3,2,1,3,6,5,6,3,7,5,6,3,6,1,1971,1,1," ",0,4," "
"1911",2,"209.107.78.73",20060829134809," ",3," ","Madison","WI",36,NA," ",10,5,5,80,0,1,1,0,3,12,15,30,4,1,1,1,1,1,1,3,2,1,1,4,1,3,5,3,3,2,2,1,2,2,1,2,2,NA,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,2,1,7,1,6,3,6,1,6,2,1974,1,2," ",0,4," "
"1912",2,"66.17.177.162",20060829135343," ",3,"P.F. Chang's","Boston","MA",4,0," ",5,20,5,70,0,1,1,0,1,30,17,65,2,1,4,3,3,2,3,4,2,1,3,4,2,4,5,NA,3,2,3,1,1,2,1,2,3,2,2,2,1,1,1,2,1,3,2,3,3,5,2,6,2,6,5,6,1,6,3,1983,1,1," ",0,4," "
"1913",2,"24.218.222.118",20060829135946," ",3,"The Landing","Marblehead","MA",11,0," ",1,2,1,95,0,1,1,0,3,35,17,5,4,1,4,3,1,2,2,3,2,2,4,3,1,3,1,2,3,3,1,1,2,1,1,3,2,3,2,2,2,2,2,2,1,2,3,1,1,5,5,6,3,7,5,6,3,3,3,1977,1,2," ",1,4," "
"1914",2,"24.137.96.32",20060829140025," ",2,"LEE Restaurant","Toronto","Ontario",4,NA," ",15,5,NA,80,0,0,1,1,1,60,19,30,3,1,1,2,1,2,2,2,2,1,1,1,1,2,4,1.5,3,3,2,1,3,3,1,1,3,99,3,2,1,2,99,2,3,3,3,3,3,3,1,6,5,5,6,6,5,5,5,1981,0,NA,"black",0,1," "
"1915",2,"206.191.71.62",20060829140243," ",3,"Season's Bistro","Halifax","Nova Scotia",21,0," ",3,3,3,90,1,1,0,0,4,20,10,2,4,1,3,3,3,3,2,2,3,3,4,4,2,3,3,5,3,2,1,1,1,2,1,3,2,2,2,2,1,1,1,2,1,3,3,3,2,6,5,7,5,7,4,6,3,5,2,1980,1,3," ",0,4," "
"1916",2,"70.19.48.197",20060829140501," ",3,"Nothing Fancy Cafe","Vernon","NY",10,NA," ",0,0,0,100,0,1,1,1,3,15,15,10,4,1,3,2,2,1,3,2,3,1,2,2,3,2,5,2,3,2,2,1,1,2,2,3,99,3,3,2,99,2,99,2,99,2,3,2,99,7,6,5,5,6,3,6,5,5,4,1980,0,2," ",0,4," "
"1917",2,"205.147.60.77",20060829140907," ",2,"Cantalini's Salerno Beach Restaurant","Playa Del Rey","CA",12,12," ",1,3,5,91,0,0,1,0,2,35,17,67,4,1,2,3,1,2,2,2,3,1,3,1,1,1,3,5,4,3,3,1,2,3,2,2,2,2,3,2,1,1,2,3,1,2,3,2,2,5,3,6,2,4,3,5,1,5,4,1978,1,2," ",1,4," "
"1918",2,"71.12.181.76",20060829141135," ",2,"Dave's Pizza","Birmingham","AL",16,0," ",5,15,5,75,0,0,1,0,3,15,17,35,3,3,4,3,3,2,2,2,2,1,4,3,1,2,6,1.5,4,3,2,1,3,2,2,3,99,99,3,2,2,1,1,2,1,2,3,3,2,6,2,6,2,5,3,7,3,7,2,1982,1,1," ",0,4," "
"1919",2,"68.8.179.93",20060829141156," ",1,"Chili's","San Diego","California",24,24," ",2,10,10,78,0,1,1,0,2,15,12,5,4,1,4,3,1,1,2,2,1,1,3,3,1,2,5,1,3,2,3,1,3,2,1,2,2,99,3,2,1,1,1,2,1,2,2,2,3,5,1,6,1,5,1,7,1,6,2,1984,1,1," ",0,4," "
"1920",2,"70.94.13.34",20060829141320," ",2,"Applebees","Madison","WI",14,0," ",10,25,15,50,0,1,1,0,3,10,15,33,4,1,4,3,3,1,1,2,1,1,3,4,1,2,5,3,3,2,2,1,3,2,1,99,99,3,99,99,99,1,99,99,1,99,3,1,2,7,4,7,4,6,2,6,5,5,1,1981,1,2," ",0,4," "
"1921",2,"129.119.176.20",20060829141335," ",1,"Chili's","Dallas","Texas",4,24," ",1,25,25,49,0,1,1,0,3,12,18,10,3,2,4,4,3,1,3,3,3,4,4,4,1,3,7,2,3,3,2,1,1,2,1,2,2,99,3,2,99,1,1,2,2,3,2,2,3,6,1,6,6,6,4,7,5,5,2,1986,1,1," ",0,4," "
"1922",2,"69.212.28.20",20060829141430," ",1,"B","Whitmore Lake","mi",26,36," ",1,1,5,93,0,0,0,1,2,40,15,80,1,2,2,4,3,3,3,2,3,1,4,2,2,3,6,22,5,2,1,1,3,2,1,2,3,99,3,2,2,3,2,2,2,2,1,1,2,6,2,6,1,5,2,4,2,3,2,1967,1,1," ",1,4," "
"1923",2,"68.92.207.10",20060829141438," ",3,"Dock's Steak and Seafood","Marble Falls","TX",6,12," ",0,0,20,80,0,1,1,0,3,10,15,5,4,1,1,1,1,1,2,3,2,1,3,3,1,1,3,3,1,2,2,1,1,2,1,2,3,3,3,2,99,2,2,2,2,1,3,2,3,7,5,7,1,6,5,7,1,7,1,1978,1,1," ",1,4," "
"1924",2,"24.130.118.179",20060829141503," ",3,"Vinny T's","Danvers","MA",56,0," ",5,10,5,80,0,1,1,0,4,20,18,60,3,3,4,4,4,1,3,2,2,2,3,2,1,2,5,7.5,3,2,1,1,3,2,1,3,2,2,2,2,1,1,99,2,1,2,2,1,2,6,3,6,4,6,5,6,2,4,1,1980,1,NA,"it has been all of those colors. now blk",0,4," "
"1925",2,"24.1.161.11",20060829141743," ",1," ","Dallas","TX",12,48," ",2,3,10,80,0,0,1,0,2,75,20,10,3,1,2,4,1,2,3,4,2,1,3,2,2,3,6,10,5,3,1,2,2,2,1,1,3,99,2,1,3,1,2,2,1,2,3,2,3,6,5,7,1,6,2,6,1,4,1,1978,1,1," ",0,4," "
"1926",2,"70.17.174.10",20060829142012," ",3,"Muldoons","Charleston","WV",18,NA," ",NA,1,NA,99,0,1,1,0,2,25,15,95,4,1,4,4,1,1,1,3,2,4,3,4,1,1,5,5,3,3,2,1,2,3,1,2,3,2,3,2,2,1,NA,2,1,2,2,2,3,3,2,6,2,6,6,6,2,6,6,1958,1,2," ",1,4," "
"1927",2,"70.67.205.249",20060829142308," ",1,"Good Company Steakhouse","Ducnan","British Columbia, Canada",10,0," ",1,1,1,97,0,1,1,0,2,20,12,8,4,1,2,4,2,2,1,2,1,1,3,4,1,2,5,4,4,2,2,1,3,3,1,3,1,1,2,3,2,2,2,2,1,3,2,2,3,7,4,7,5,5,3,6,1,7,1,1986,1,1," ",0,4," "
"1928",2,"64.180.119.11",20060829142545," ",1,"Dunsmiur Lodge","Victoria","British Columbia",6,12," ",10,1,2,87,0,0,1,1,2,100,15,70,4,2,3,3,1,1,2,2,2,1,2,1,4,3,6,10,4,3,2,1,3,3,1,3,3,1,3,2,99,99,99,99,2,3,3,1,3,5,2,6,1,7,3,7,1,7,3,1974,1,1," ",1,4," "
"1929",2,"171.71.114.225",20060829142723," ",3,"Christopher's Fermier","Phoenix","Arizona",36,0," ",3,2,5,90,0,1,1,0,2,50,17,20,3,1,3,3,1,1,1,1,1,1,1,1,1,1,5,5,3,3,1,1,2,3,2,2,2,2,3,2,2,1,2,2,1,2,2,2,3,1,1,7,1,6,6,6,2,6,4,1970,0,2," ",1,4," "
"1930",2,"70.24.255.224",20060829142724," ",3,"manchester arms","Oaville","Ontario, canada",12,6," ",NA,1,NA,99,1,1,1,1,4,50,5,2,1,1,4,1,1,1,2,1,1,1,1,3,1,4,1,1,2,2,2,1,3,2,1,2,1,2,2,2,99,99,99,2,99,99,2,2,2,NA,1,7,1,7,4,6,1,5,1,1980,1,1," ",0,4," "
"1931",2,"66.11.16.45",20060829144638," ",3,"Bennigans","Hampton","Va",36,NA," ",5,55,2,35,0,0,0,1,2,10,15,25,2,4,4,4,3,2,3,3,3,3,3,4,1,3,6,7,4,3,2,1,1,3,2,2,2,3,3,2,1,1,1,1,NA,3,3,1,2,7,1,7,1,6,1,7,1,6,1,1969,1,1," ",0,4," "
"1932",2,"192.147.58.6",20060829144736," ",3,"Chili's Restaurant and Bar","South Setauket","NY",24,0," ",5,8,3,84,0,0,1,1,2,14,19,30,2,3,4,4,4,1,2,2,3,1,3,4,3,3,6,4,3,3,2,1,2,3,1,2,2,99,3,2,1,1,1,2,1,3,3,2,3,7,1,7,3,6,1,5,2,5,1,1983,1,1," ",0,4," "
"1933",2,"67.38.83.40",20060829150046," ",3,"Traffic Jam & Snug","Detroit","MI",8,0," ",5,60,5,30,0,1,0,0,2,15,10,0,4,4,4,4,2,1,1,4,1,1,2,3,1,3,4,10,5,3,2,1,1,2,1,2,2,2,3,2,2,1,1,2,1,2,2,1,3,3,1,7,3,5,4,7,1,6,1,1972,1,1," ",0,4," "
"1934",2,"149.136.25.254",20060829151234," ",3,"brooks ranch","selma","ca",120,0," ",0,1,70,30,1,1,0,0,1,22,15,30,2,1,1,2,1,1,2,1,4,1,3,1,1,2,5,10,5,3,3,99,2,3,1,2,2,99,2,2,99,3,2,3,2,2,2,3,3,6,1,7,2,NA,5,6,1,6,6,1967,1,3," ",1,4," "
"1935",2,"68.61.76.173",20060829151256," ",2,"Applebees","Newnan","Georgia",27,0," ",1,40,4,50,1,1,1,1,2,14,12,15,3,3,4,4,3,1,2,4,3,3,4,4,2,3,4,11,3,2,1,1,3,3,1,2,2,3,2,2,2,1,1,2,1,3,3,2,2,5,2,6,3,7,1,6,1,4,1,1974,1,2," ",1,4," "
"1936",2,"64.12.116.11",20060829152310," ",1,"Les Folies Brasserie","Annapolis","Maryland",36,12," ",1,2,1,96,0,0,1,0,2,50,20,10,2,NA,4,4,2,2,3,2,3,1,3,3,3,3,6,10,4,3,1,2,3,3,1,2,2,3,3,2,2,1,1,2,1,2,2,1,3,7,4,7,1,6,3,6,2,7,2,1969,0,NA,"brown dyed blond",0,4," "
"1937",2,"71.159.30.90",20060829153412," ",1," "," "," ",60,60," ",5,5,15,75,0,1,1,0,3,40,15,25,4,2,3,3,1,1,2,2,2,1,2,1,2,2,6,8,4,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,3,2,2,5,3,5,3,5,5,5,3,5,5,1978,0,2," ",0,4," "
"1938",2,"68.213.213.29",20060829153449," ",3,"Fins","Sebastian","FL",18,0," ",0.25,0.5,0.25,99,0,1,1,0,1,20,17,30,3,1,4,1,1,1,2,1,2,1,4,2,2,2,3,2.5,3,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,3,3,2,3,5,2,6,4,7,1,7,2,6,1,1969,1,NA,"silver/salt & pepper",1,4," "
"1939",2,"154.20.173.215",20060829153920," ",1,"Watermark","Vancouver","BC",5,5," ",30,3,2,65,0,1,1,0,2,45,15,10,4,1,3,4,2,3,2,4,1,1,4,4,2,4,6,4,3,3,1,1,2,3,1,2,2,99,3,2,1,2,1,3,1,3,2,1,2,7,1,7,1,6,2,7,1,7,2,1982,1,1," ",0,4," "
